,maker,specific_origin,reference,review_date,cocoa_percent,maker_location,rating,bean_type,broad_origin,maker_location_latitude,maker_location_longitude,broad_origin_latitude,broad_origin_longitude
596,Bahen & Co.,Bahia,999,2012,70.0,Australia,2.5,Blend,Brazil,-25.274398,133.775136,-14.235004,-51.92528
597,Cravve,"Bahia,batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,-25.274398,133.775136,-14.235004,-51.92528
598,Pierre Marcolini,"Bahia Brazil,Fazenda Sao Pedro",414,2009,72.0,Belgium,3.0,Forastero,Brazil,50.503887,4.469936,-14.235004,-51.92528
599,Salgado,Bahia Superior,288,2008,70.0,Argentina,3.5,Forastero,Brazil,-38.416097,-63.616672,-14.235004,-51.92528
600,Metiisto,"Fazenda Sempre Firme P,Bahia",1267,2014,70.0,Sweden,3.0,Blend,Brazil,60.128161,18.643501,-14.235004,-51.92528
601,Zotter,"Brazil,Mitzi Blue",486,2010,65.0,Austria,3.0,Blend,Brazil,47.516231,14.550072,-14.235004,-51.92528
602,Szanto Tibor,"Fazenda Sempre Firme,Bahia",1708,2015,70.0,Hungary,3.5,Forastero (Parazinho),Brazil,47.162494,19.503304,-14.235004,-51.92528
603,A. Morin,Equateur,1011,2013,70.0,France,3.75,Blend,Ecuador,46.227638,2.213749,-1.831239,-78.183406
604,Ara,Equateur,1379,2014,75.0,France,2.75,Blend,Ecuador,46.227638,2.213749,-1.831239,-78.183406
605,Bonnat,Equateur,123,2007,75.0,France,2.5,Forastero (Arriba),Ecuador,46.227638,2.213749,-1.831239,-78.183406
606,Cemoi,Equateur,404,2009,72.0,France,2.75,Blend,Ecuador,46.227638,2.213749,-1.831239,-78.183406
607,Kaoka (Cemoi),Ecuador,423,2009,80.0,France,2.75,Blend,Ecuador,46.227638,2.213749,-1.831239,-78.183406
608,La Maison du Chocolat (Valrhona),"Acarigua,w,nibs",1189,2013,56.0,France,3.25,Blend,Ecuador,46.227638,2.213749,-1.831239,-78.183406
609,Pralus,Equateur,40,2006,75.0,France,3.0,Trinitario,Ecuador,46.227638,2.213749,-1.831239,-78.183406
610,Pralus,Fortissima,93,2006,80.0,France,4.0,"Criollo, Trinitario",Ecuador,46.227638,2.213749,-1.831239,-78.183406
611,Valrhona,Alpaco,370,2009,66.0,France,3.75,Blend,Ecuador,46.227638,2.213749,-1.831239,-78.183406
612,Altus aka Cao Artisan,Gruppo Salinas,1732,2016,60.0,United States,2.75,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
613,Amano,Guayas,470,2010,70.0,United States,4.0,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
614,Arete,Hacienda Victoria,1904,2016,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
615,Arete,Costa Esmeraldas,1904,2016,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
616,Arete,"Puerto Quito,heirloom",1534,2015,70.0,United States,3.75,Forastero (Nacional),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
617,Arete,Camino Verde,1602,2015,75.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
618,Askinosie,San Jose del Tambo,175,2007,70.0,United States,3.0,Forastero (Arriba),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
619,Batch,Ecuador,1880,2016,65.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
620,Beehive,"Ecuador,Batch 31516",1784,2016,70.0,United States,2.75,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
621,Beehive,Ecuador,1788,2016,90.0,United States,2.75,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
622,Brasstown aka It's Chocolate,"Camino Verde,Guayas",1125,2013,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
623,Burnt Fork Bend,Mindo,1299,2014,72.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
624,Burnt Fork Bend,"Ecuador,Bob Bar",1323,2014,60.0,United States,2.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
625,Cello,Ecuador,1247,2014,70.0,United States,2.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
626,Chocolate Con Amor,Ecuador,1764,2016,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
627,Cloudforest,"Camino Verde P,Balao,Guayas,2014",1486,2015,73.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
628,Condor,Camino Verde,1630,2015,76.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
629,Creo,"""heirloom"",Arriba Nacional",1736,2016,85.0,United States,3.25,Forastero (Nacional),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
630,Creo,"""heirloom"",Arriba Nacional",1736,2016,73.0,United States,3.75,Forastero (Nacional),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
631,Dandelion,"Camino Verde P,Balao,Guayas,2013",1295,2014,70.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
632,Dark Forest,Ecuador,1554,2015,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
633,Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,United States,3.0,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
634,Dick Taylor,"Ecuador,Choc Garage Exclusive",1034,2013,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
635,Dick Taylor,Camino Verde,1193,2013,76.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
636,Dick Taylor,Ecuador,769,2011,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
637,Durci,Corona Arriba,1630,2015,70.0,United States,4.0,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
638,Ethereal,Ecuador,1275,2014,80.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
639,Fruition,Camino Verde,1185,2013,75.0,United States,3.0,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
640,Guittard,Ecuador,1053,2013,65.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
641,Guittard,"Los Rios,Quevedo",93,2006,65.0,United States,3.5,Forastero (Arriba),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
642,Heirloom Cacao Preservation (Guittard),"Los Rios,Hacienda Limon,Orecao,2014",1243,2014,67.0,United States,3.75,EET,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
643,Heirloom Cacao Preservation (Millcreek),"Los Rios,Hacienda Limon,Orecao,2015",1744,2016,70.0,United States,3.5,EET,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
644,Heirloom Cacao Preservation (Mindo),"Pinchincha,Mindo,Coop Nueva Esper,2015",1748,2016,77.0,United States,3.5,EET,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
645,hexx,Ecuador,1550,2015,73.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
646,K'ul,"Los Rios,Hacienda Limon,Heirloom",1852,2016,70.0,United States,3.75,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
647,Kyya,Ecuador,1363,2014,72.5,United States,2.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
648,L.A. Burdick (Felchlin),Quito,682,2011,74.0,United States,3.75,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
649,Mana,Ecuador,1446,2015,74.0,United States,2.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
650,Map Chocolate,Ecuador,1478,2015,70.0,United States,3.5,Trinitario,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
651,Millcreek Cacao Roasters,Ecuador,1073,2013,70.0,United States,2.5,Forastero (Nacional),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
652,Millcreek Cacao Roasters,Ecuador,825,2012,70.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
653,Mindo,Ecuador,607,2010,67.0,United States,2.75,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
654,Mindo,Ecuador,607,2010,77.0,United States,2.75,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
655,Night Owl,Ecuador,1022,2013,75.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
656,Noir d' Ebine,Ecuador,841,2012,70.0,United States,3.0,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
657,Nuance,"Ecuador,2013",1458,2015,70.0,United States,2.75,Trinitario,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
658,Pitch Dark,"Camino Verde P,Balao,Guayas,""Fruity""",1319,2014,73.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
659,Pitch Dark,"Camino Verde P,Balao,Guayas,""Floral""",1319,2014,73.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
660,Ritual,"Camino Verde P,Balao,2015 harvest,batch8",1860,2016,75.0,United States,3.75,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
661,Ritual,"Camino Verde P,Balao,Guayas,2014",1466,2015,85.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
662,Ritual,"Camino Verde P,2012,Balao,Guayas",967,2012,75.0,United States,3.25,Nacional (Arriba),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
663,Rogue,"Camino Verde P,Balao,Guayas",979,2012,75.0,United States,3.75,Nacional (Arriba),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
664,Shark Mountain,Ecuador,1335,2014,75.0,United States,3.0,Trinitario,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
665,Snake & Butterfly,Ecuador,502,2010,68.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
666,Sol Cacao,"Ecuador,Batch 1",1812,2016,70.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
667,Spencer,Ecuador,1932,2017,70.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
668,Starchild,"Bolivar,Arriba",1634,2015,70.0,United States,3.0,Forastero (Nacional),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
669,Stone Grindz,"Ecuador,Midnight Dark",1291,2014,84.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
670,Stone Grindz,"Ecuador,Twilght Dark",1291,2014,70.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
671,Tejas,"La Bahia,w,cane juice",817,2012,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
672,Tejas,"La Bahia,w,cane sugar",825,2012,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
673,Terroir,Ecuador,1482,2015,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
674,Terroir,Ecuador,1323,2014,77.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
675,twenty-four blackbirds,"Cedeno,lot 271",1700,2015,75.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
676,Videri,Mindo,1227,2014,75.0,United States,3.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
677,Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",153,2007,100.0,United States,2.0,Forastero (Arriba),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
678,Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",153,2007,90.0,United States,2.0,Forastero (Arriba),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
679,Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",153,2007,75.0,United States,3.0,Forastero (Arriba),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
680,Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2007",153,2007,65.0,United States,3.0,Forastero (Arriba),Ecuador,37.09024,-95.712891,-1.831239,-78.183406
681,Woodblock,"Camino Verde P,Balao,Guayas",1042,2013,70.0,United States,3.25,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
682,Woodblock,Ecuador,825,2012,70.0,United States,2.5,Blend,Ecuador,37.09024,-95.712891,-1.831239,-78.183406
683,Aequare (Gianduja),"Los Rios,Quevedo,Arriba",370,2009,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
684,Aequare (Gianduja),"Los Rios,Quevedo,Arriba",370,2009,70.0,Ecuador,3.0,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
685,Bouga Cacao (Tulicorp),"El Oro,Hacienda de Oro",316,2009,77.0,Ecuador,3.25,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
686,Bouga Cacao (Tulicorp),"El Oro,Hacienda de Oro",341,2009,100.0,Ecuador,1.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
687,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
688,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
689,Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
690,Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
691,Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
692,Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
693,Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
694,Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
695,Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
696,Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
697,Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
698,Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
699,Hacienda El Castillo,"Don Homero,Cerecita Valley",1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
700,Hacienda El Castillo,"Don Homero,Cerecita Valley",1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
701,Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
702,Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
703,Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
704,Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
705,Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
706,Kallari (Ecuatoriana),"Sisa 36hr,W F blend prototype",241,2008,70.0,Ecuador,3.0,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
707,Kallari (Ecuatoriana),"Sisa's Secret,original micro",241,2008,70.0,Ecuador,3.5,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
708,Kallari (Ecuatoriana),Roberto,245,2008,75.0,Ecuador,2.75,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
709,Kallari (Ecuatoriana),"Diego,original micro",248,2008,85.0,Ecuador,2.5,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
710,Kallari (Ecuatoriana),"Diego 48hr,WF blend prototype",248,2008,85.0,Ecuador,2.75,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
711,Kallari (Ecuatoriana),"Diego 60hr,WF blend prototype",248,2008,85.0,Ecuador,3.0,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
712,Kallari (Ecuatoriana),Cacao Nacional WF,263,2008,75.0,Ecuador,2.5,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
713,Kallari (Ecuatoriana),Cacao Nacional WF,269,2008,85.0,Ecuador,3.0,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
714,La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
715,Montecristi,Manabi,1654,2015,70.0,Ecuador,3.25,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
716,Montecristi,Manabi,1654,2015,63.0,Ecuador,3.5,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
717,Montecristi,Manabi,1658,2015,85.0,Ecuador,3.5,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
718,Pacari,Garaua,1415,2014,70.0,Ecuador,3.25,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
719,Pacari,Cumbia,1415,2014,70.0,Ecuador,3.5,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
720,Pacari,Montubia,1415,2014,70.0,Ecuador,3.75,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
721,Pacari,Tangara,1415,2014,70.0,Ecuador,4.0,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
722,Pacari,"Ecuador,raw",817,2012,85.0,Ecuador,2.75,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
723,Pacari,"Nube,prototype",721,2011,70.0,Ecuador,3.5,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
724,Pacari,Esmeraldas,224,2008,60.0,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
725,Pacari,Manabi,224,2008,65.0,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
726,Pacari,Los Rios,224,2008,72.0,Ecuador,3.0,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
727,Pacari,Raw,266,2008,100.0,Ecuador,2.0,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
728,Pacari,Raw,266,2008,70.0,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
729,Rancho San Jacinto,Ecuador,565,2010,75.0,Ecuador,3.0,"Forastero(Arriba, CCN)",Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
730,Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75.0,Ecuador,3.25,Blend,Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
731,Republica del Cacao (aka Confecta),"Los Rios,Vinces",439,2009,75.0,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
732,Republica del Cacao (aka Confecta),Manabi,147,2007,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
733,Republica del Cacao (aka Confecta),El Oro,147,2007,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
734,Republica del Cacao (aka Confecta),Los Rios,170,2007,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
735,To'ak (Ecuatoriana),Manabi,1418,2014,81.0,Ecuador,3.25,Forastero (Nacional),Ecuador,-1.831239,-78.183406,-1.831239,-78.183406
736,Beschle (Felchlin),Ecuador,636,2011,72.0,Switzerland,4.0,Blend,Ecuador,46.818188,8.227512,-1.831239,-78.183406
737,Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,46.818188,8.227512,-1.831239,-78.183406
738,Alexandre,"Winak Coop,Napo",1944,2017,70.0,Netherlands,3.5,Forastero (Nacional),Ecuador,52.132633,5.291266,-1.831239,-78.183406
739,Amatller (Simon Coll),Ecuador,327,2009,70.0,Spain,2.75,Blend,Ecuador,40.463667,-3.74922,-1.831239,-78.183406
740,Amatller (Simon Coll),Ecuador,464,2009,85.0,Spain,2.75,Blend,Ecuador,40.463667,-3.74922,-1.831239,-78.183406
741,Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,Blend,Ecuador,40.463667,-3.74922,-1.831239,-78.183406
742,Chocovic,"Bolivar,Guaranda",117,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador,40.463667,-3.74922,-1.831239,-78.183406
743,organicfair,Mindo,1165,2013,72.0,Canada,3.0,Trinitario,Ecuador,56.130366,-106.346771,-1.831239,-78.183406
744,Palette de Bine,"Camino Verde P,Balao,Guayas",1303,2014,75.0,Canada,2.75,Blend,Ecuador,56.130366,-106.346771,-1.831239,-78.183406
745,Sirene,"Esmeraldas,Salazar Farm",1860,2016,73.0,Canada,3.75,Blend,Ecuador,56.130366,-106.346771,-1.831239,-78.183406
746,Sirene,"Camino Verde P,Balao,Guayas,2012",1506,2015,100.0,Canada,3.0,Blend,Ecuador,56.130366,-106.346771,-1.831239,-78.183406
747,Sirene,"Camino Verde P,Balao,Guayas",1343,2014,73.0,Canada,3.75,Blend,Ecuador,56.130366,-106.346771,-1.831239,-78.183406
748,Soma,"Camino Verde,Black S,batch cvu60300",1832,2016,70.0,Canada,3.25,Blend,Ecuador,56.130366,-106.346771,-1.831239,-78.183406
749,Soma,"Camino Verde P,Balao,Guayas",1307,2014,80.0,Canada,3.5,Forastero (Nacional),Ecuador,56.130366,-106.346771,-1.831239,-78.183406
750,Soul,Ecuador,1936,2017,75.0,Canada,3.25,Blend,Ecuador,56.130366,-106.346771,-1.831239,-78.183406
751,Amedei,Ecuador,123,2007,70.0,Italy,3.0,Trinitario,Ecuador,41.87194,12.56738,-1.831239,-78.183406
752,C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,Blend,Ecuador,41.87194,12.56738,-1.831239,-78.183406
753,Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,Blend,Ecuador,41.87194,12.56738,-1.831239,-78.183406
754,Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,41.87194,12.56738,-1.831239,-78.183406
755,Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador,41.87194,12.56738,-1.831239,-78.183406
756,Maglio,Ecuador,308,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador,41.87194,12.56738,-1.831239,-78.183406
757,Majani,Ecuador,531,2010,70.0,Italy,2.0,Blend,Ecuador,41.87194,12.56738,-1.831239,-78.183406
758,Chocablog,Ecuador,1454,2015,70.0,United Kingdom,3.25,Blend,Ecuador,55.378051,-3.435973,-1.831239,-78.183406
759,"Chocolate Tree, The",Ecuador,919,2012,82.0,United Kingdom,2.5,Forastero (Arriba),Ecuador,55.378051,-3.435973,-1.831239,-78.183406
760,Damson,Los Rios,1610,2015,70.0,United Kingdom,3.5,Blend,Ecuador,55.378051,-3.435973,-1.831239,-78.183406
761,Duffy's,"Corazon del Ecuador,Calceta beans",516,2010,72.0,United Kingdom,3.75,Blend,Ecuador,55.378051,-3.435973,-1.831239,-78.183406
